timestamp,gpu_id,gpu_name,gpu_util%,mem_used_mb,mem_total_mb,mem_util%,temp_c,power_w
2026-05-16 02:17:21,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 63, 356.01
2026-05-16 02:17:21,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 68, 409.93
2026-05-16 02:17:27,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 31, 59, 423.92
2026-05-16 02:17:27,1, NVIDIA A800-SXM4-80GB, 96, 77024, 81920, 53, 63, 297.77
2026-05-16 02:17:32,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 60, 377.69
2026-05-16 02:17:32,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 64, 468.55
2026-05-16 02:17:37,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 58, 343.74
2026-05-16 02:17:37,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 36, 65, 460.03
2026-05-16 02:17:42,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 33, 59, 369.39
2026-05-16 02:17:42,1, NVIDIA A800-SXM4-80GB, 99, 77024, 81920, 33, 63, 437.17
2026-05-16 02:17:47,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 36, 56, 382.98
2026-05-16 02:17:47,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 62, 389.20
2026-05-16 02:17:52,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 36, 58, 363.70
2026-05-16 02:17:52,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 36, 61, 445.00
2026-05-16 02:17:57,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 59, 465.68
2026-05-16 02:17:57,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 60, 298.38
2026-05-16 02:18:02,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 33, 60, 382.15
2026-05-16 02:18:02,1, NVIDIA A800-SXM4-80GB, 99, 77024, 81920, 33, 61, 436.41
2026-05-16 02:18:08,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 59, 367.77
2026-05-16 02:18:08,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 63, 375.82
2026-05-16 02:18:13,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 59, 459.10
2026-05-16 02:18:13,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 63, 270.07
2026-05-16 02:18:18,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 34, 60, 363.80
2026-05-16 02:18:18,1, NVIDIA A800-SXM4-80GB, 99, 77024, 81920, 33, 64, 409.32
2026-05-16 02:18:23,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 91, 59, 333.43
2026-05-16 02:18:23,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 72, 64, 378.30
2026-05-16 02:18:28,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 35, 62, 364.78
2026-05-16 02:18:28,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 64, 413.62
2026-05-16 02:18:33,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 63, 462.46
2026-05-16 02:18:33,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 67, 467.57
2026-05-16 02:18:38,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 33, 64, 392.63
2026-05-16 02:18:38,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 33, 69, 368.47
2026-05-16 02:18:43,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 36, 64, 329.73
