timestamp,gpu_id,gpu_name,gpu_util%,mem_used_mb,mem_total_mb,mem_util%,temp_c,power_w
2026-05-14 14:15:59,0, NVIDIA A800-SXM4-80GB, 0, 0, 81920, 0, 32, 62.42
2026-05-14 14:15:59,1, NVIDIA A800-SXM4-80GB, 0, 0, 81920, 0, 30, 62.56
2026-05-14 14:16:04,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 32, 62.35
2026-05-14 14:16:04,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 30, 62.17
2026-05-14 14:16:09,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 32, 62.29
2026-05-14 14:16:09,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 30, 62.10
2026-05-14 14:16:14,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 32, 66.34
2026-05-14 14:16:14,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 30, 84.87
2026-05-14 14:16:19,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 31, 62.17
2026-05-14 14:16:19,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 29, 62.04
2026-05-14 14:16:24,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 31, 61.89
2026-05-14 14:16:24,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 29, 61.70
2026-05-14 14:16:29,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 30, 61.89
2026-05-14 14:16:29,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 28, 61.70
2026-05-14 14:16:35,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 30, 61.56
2026-05-14 14:16:35,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 28, 61.37
2026-05-14 14:16:40,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 29, 61.62
2026-05-14 14:16:40,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 28, 61.76
2026-05-14 14:16:45,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 29, 61.34
2026-05-14 14:16:45,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 27, 61.43
2026-05-14 14:16:50,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 29, 61.34
2026-05-14 14:16:50,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 27, 61.43
2026-05-14 14:16:55,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 29, 61.40
2026-05-14 14:16:55,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 27, 61.50
2026-05-14 14:17:00,0, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 29, 61.40
2026-05-14 14:17:00,1, NVIDIA A800-SXM4-80GB, 0, 4, 81920, 0, 27, 61.50
2026-05-14 14:17:05,0, NVIDIA A800-SXM4-80GB, 21, 2032, 81920, 3, 29, 68.49
2026-05-14 14:17:05,1, NVIDIA A800-SXM4-80GB, 35, 2032, 81920, 1, 29, 84.26
2026-05-14 14:17:10,0, NVIDIA A800-SXM4-80GB, 0, 918, 81920, 0, 30, 83.65
2026-05-14 14:17:10,1, NVIDIA A800-SXM4-80GB, 0, 918, 81920, 0, 29, 83.04
2026-05-14 14:17:15,0, NVIDIA A800-SXM4-80GB, 14, 15680, 81920, 0, 30, 68.56
2026-05-14 14:17:15,1, NVIDIA A800-SXM4-80GB, 9, 17920, 81920, 0, 29, 68.97
